"Reverse engineering IT9919 media processor black box  ";"  youtube.com  ";"  https://www.youtube.com/watch?v=SYksf7Cbp-Q&list=PLp343iRHegm7PVKeOVDAK-oJphQpN5HNC  ";" 1 point  ";
"E2E Testing Journey: WebdriverIO to Cypress  ";"  sendgrid.com  ";"  https://sendgrid.com/blog/e2e-testing-journey-part-2/  ";" 2 points  ";
"New Tricks for an Old Z-Machine, Part 3: A Renaissance Is Nigh  ";"  filfre.net  ";"  https://www.filfre.net/2019/11/new-tricks-for-an-old-z-machine-part-3-a-renaissance-is-nigh/  ";" 2 points  ";
"Ask HN: How to find a part-time programming job?  ";"  No domain for post  ";"  item?id=21608070  ";" 1 point  ";
"IGListKit 4.0.0  ";"  github.com  ";"  https://github.com/Instagram/IGListKit/releases/tag/4.0.0  ";" 1 point  ";
"OneCoin lawyer found guilty in 'crypto-scam'  ";"  bbc.com  ";"  https://www.bbc.com/news/technology-50509299  ";" 1 point  ";
"T-Mobile discloses security breach impacting prepaid customers  ";"  zdnet.com  ";"  https://www.zdnet.com/article/t-mobile-discloses-security-breach-impacting-prepaid-customers/  ";" 1 point  ";
"Over 28,000 web domains suspended for criminal activity  ";"  zdnet.com  ";"  https://www.zdnet.com/article/over-28000-web-domains-suspended-for-criminal-activity/  ";" 1 point  ";
"Lights That Warn Planes of Obstacles Were Exposed to Open Internet  ";"  vice.com  ";"  https://www.vice.com/en_us/article/7x5nkg/airplane-warning-lights-hacked  ";" 1 point  ";
"Somebody had to do this. Let's actively avoid the delusional masses  ";"  No domain for post  ";"  item?id=21608028  ";" 1 point  ";
"The Kon Job  ";"  om.co  ";"  https://om.co/2019/11/22/the-kon-job/  ";" 1 point  ";
"Alphabet's Dream of an 'Everyday Robot' Is Just Out of Reach  ";"  wired.com  ";"  https://www.wired.com/story/alphabets-dream-everyday-robot-out-reach/  ";" 1 point  ";
"Valence – finding your next music obsession with Roon 1.7  ";"  roonlabs.com  ";"  https://blog.roonlabs.com/roon-1-7-valence/  ";" 1 point  ";
"Love Letter to Clojure [video]  ";"  youtu.be  ";"  https://youtu.be/5mbp3SEha38  ";" 2 points  ";
"Arm Supercomputer Captures the Energy Efficiency Crown  ";"  nextplatform.com  ";"  https://www.nextplatform.com/2019/11/22/arm-supercomputer-captures-the-energy-efficiency-crown/  ";" 2 points  ";
"Welcome to the first car-free neighborhood built from scratch in the U.S.  ";"  culdesac.com  ";"  https://culdesac.com/  ";" 3 points  ";
"Archery: Will it EVER be the same again?  ";"  youtu.be  ";"  https://youtu.be/URwuU0bRMpU  ";" 1 point  ";
"A practical way of building your first Uber-like app  ";"  hrishikesh.substack.com  ";"  https://hrishikesh.substack.com/p/a-practical-way-of-building-your  ";" 1 point  ";
"Review: In Praise of Ring Fit Adventure  ";"  ericasadun.com  ";"  https://ericasadun.com/2019/11/22/review-in-praise-of-ring-fit-adventure/  ";" 1 point  ";
"Idena blockchain to pay $25,000 for solving AI-hard captchas with AI  ";"  medium.com  ";"  https://medium.com/idena/idena-blockchain-will-pay-25-000-for-solving-ai-hard-captchas-with-ai-39ff65f8ddc1  ";" 2 points  ";
"Towards a unified theory of reactive UI  ";"  raphlinus.github.io  ";"  https://raphlinus.github.io/ui/druid/2019/11/22/reactive-ui.html  ";" 4 points  ";
"Singapore leverages strengths with new AI strategy (The National)  ";"  thenational.ae  ";"  https://www.thenational.ae/business/technology/singapore-leverages-strengths-with-new-ai-strategy-1.940186  ";" 1 point  ";
"Chrome OS is 10 years old Here’s the first demo from 2009  ";"  aboutchromebooks.com  ";"  https://www.aboutchromebooks.com/news/chrome-os-is-10-years-old-heres-the-first-demo-from-2009/  ";" 1 point  ";
"Accused of a Crime, and Falling into the ‘Technology Gap’  ";"  nytimes.com  ";"  https://www.nytimes.com/2019/11/22/business/law-enforcement-public-defender-technology-gap.html  ";" 2 points  ";
"A Good Place: The Influencer Is Present  ";"  theoutline.com  ";"  https://theoutline.com/post/8289/a-good-place-gabi-abrao-sighswoon-instagram  ";" 1 point  ";
"Google's ad tentacles want your checking account  ";"  smilesql.com  ";"  https://smilesql.com/blog/google-checking/  ";" 3 points  ";
"Intro to Generative Art and the Axidraw Plotter  ";"  normedvector.space  ";"  https://www.normedvector.space/post/a-brief-intro-to-generative-art-in-python-and-the-axidraw-plotter  ";" 4 points  ";
"Ask HN: Need to find energy while checked out at work  ";"  No domain for post  ";"  item?id=21607769  ";" 2 points  ";
"The revolution of machine learning has been greatly exaggerated  ";"  nautil.us  ";"  http://nautil.us/issue/78/atmospheres/are-neural-networks-about-to-reinvent-physics  ";" 45 points  ";
"Apollos – Space Shooter in the Blockstack Ecosystem  ";"  ilava.games  ";"  https://apollos.ilava.games/  ";" 2 points  ";
"Gofpdf Is Closed  ";"  github.com  ";"  https://github.com/jung-kurt/gofpdf/commit/a2a0e7f8a28b2eabe1a32097f0071a0f715a8102  ";" 1 point  ";
"Postwoman – a free, fast, and beautiful alternative to Postman  ";"  github.com  ";"  https://github.com/liyasthomas/postwoman  ";" 48 points  ";
"The KOST Stack: An Open-Source Cloud-Native Hybrid Database Stack  ";"  pingcap.com  ";"  https://pingcap.com/blog/kost-stack/  ";" 1 point  ";
"Artificial Intelligence Platform for Web Design Projects  ";"  orincer.com  ";"  https://orincer.com  ";" 2 points  ";
"Pixar's Pete Docter on how Toy Story was made  ";"  twitter.com  ";"  https://twitter.com/JonErlichman/status/1197863764260986880  ";" 1 point  ";
"182M robocalls per day. Will 'Shaken/Stir' solve the problem?  ";"  latimes.com  ";"  https://www.latimes.com/business/story/2019-11-22/how-to-stop-robocalls  ";" 1 point  ";
"LA-based gaming studio Scopely raises $200M at a $1.4B valuation  ";"  techcrunch.com  ";"  https://techcrunch.com/2019/10/29/la-based-gaming-studio-scopely-raises-200-million-at-a-1-4-billion-valuation/  ";" 1 point  ";
"Jet Pack Man Tour of Britain’s Biggest Warship  ";"  alugy.com  ";"  http://alugy.com/cool/jet-pack-man-tour-of-britains-biggest-warship/  ";" 1 point  ";
"Sacha Baron Cohen: Facebook would have let Hitler buy ads for 'final solution'  ";"  msn.com  ";"  https://www.msn.com/en-gb/entertainment/movies/sacha-baron-cohen-facebook-would-have-let-hitler-buy-ads-for-final-solution/ar-BBXaK3S  ";" 274 points  ";
"Ever Want to See Your Grandchild Again? Subscribe to Our New Streaming Network  ";"  mcsweeneys.net  ";"  https://www.mcsweeneys.net/articles/if-you-ever-want-to-see-your-grandchild-again-youll-subscribe-to-our-new-streaming-network  ";" 1 point  ";
"Google Translator Toolkit is shutting down  ";"  support.google.com  ";"  https://support.google.com/translatortoolkit/answer/9462068?hl=en  ";" 7 points  ";
"Open AI's GPT-2 Writes an Entire Article  ";"  lionbridge.ai  ";"  https://lionbridge.ai/articles/this-entire-article-was-written-by-an-ai-open-ai-gpt2/  ";" 1 point  ";
"Delivering Real-Time Analytics and True HTAP by Columnstore+Rowstore  ";"  pingcap.com  ";"  https://pingcap.com/blog/delivering-real-time-analytics-and-true-htap-by-combining-columnstore-and-rowstore/  ";" 1 point  ";
"Move Thoughtfully and Fix Things  ";"  datagovernance.org  ";"  http://datagovernance.org/article/move-thoughtfully-and-fix-things  ";" 1 point  ";
"The Jungle Prince of Delhi  ";"  nytimes.com  ";"  https://www.nytimes.com/2019/11/22/world/asia/the-jungle-prince-of-delhi.html#click=https://t.co/BQHEtpKJVU  ";" 1 point  ";
"Sacha Baron Cohen's Keynote on Anti-Semitism and Hate  ";"  youtu.be  ";"  https://youtu.be/ymaWq5yZIYM  ";" 13 points  ";
"The Jungle Prince of Delhi  ";"  nytimes.com  ";"  https://www.nytimes.com/2019/11/22/world/asia/the-jungle-prince-of-delhi.html  ";" 5 points  ";
"The Best-Managed Companies of 2019–and How They Got That Way  ";"  wsj.com  ";"  https://www.wsj.com/articles/the-best-managed-companies-of-2019and-how-they-got-that-way-11574437229?mod=rsswn  ";" 1 point  ";
"Waymo's Robo-Taxi Program Keeps on Expanding  ";"  bloomberg.com  ";"  https://www.bloomberg.com/news/videos/2019-11-19/waymo-s-program-to-hail-driverless-cars-keeps-expanding-video  ";" 1 point  ";
"Attracting Big Customers You Desire Requires a Steady Stream of API Storytelling  ";"  apievangelist.com  ";"  https://apievangelist.com/2019/11/21/attracting-the-big-customers-you-desire-requires-a-steady-stream-of-api-storytelling/  ";" 1 point  ";
"Computers Evolve a New Path Toward Human Intelligence  ";"  quantamagazine.org  ";"  https://www.quantamagazine.org/computers-evolve-a-new-path-toward-human-intelligence-20191106/  ";" 2 points  ";
"Hmong Americans turned a conference call line into a radio of their own  ";"  theverge.com  ";"  https://www.theverge.com/2019/11/22/20975911/hmong-radio-conference-line-diaspora-america-phone-djs  ";" 1 point  ";
"The Missed Revenue Opportunities for the State of California  ";"  apievangelist.com  ";"  https://apievangelist.com/2019/11/21/the-missed-revenue-opportunities-for-the-state-of-california-because-they-do-not-have-a-business-registry-api/  ";" 1 point  ";
"Ask HN: Managed Enterprise VPN  ";"  No domain for post  ";"  item?id=21607466  ";" 2 points  ";
"Google plans to take Android back to 'mainline' Linux kernel  ";"  sophos.com  ";"  https://nakedsecurity.sophos.com/2019/11/22/google-plans-to-take-android-back-to-mainline-linux-kernel/  ";" 2 points  ";
"Bar Talk: Informal Social Interactions, Alcohol Prohibition, and Invention  ";"  drive.google.com  ";"  https://drive.google.com/file/d/19aFmOSb-gbxyeUXRvs2OV9JGllIhGLvB/view  ";" 1 point  ";
"Remote managers find employee retention 6x harder than on-site managers  ";"  soapboxhq.com  ";"  https://soapboxhq.com/state-of-one-on-ones-report  ";" 2 points  ";
"Random RGB values that average to N";" or, Pointlessness and Probability  ";"  kevingal.com  ";"  https://kevingal.com/blog/rgb-average.html  ";" 1 point  ";
"Testing Google's New Stadia Cloud Gaming Platform on a Mac  ";"  macrumors.com  ";"  https://www.macrumors.com/2019/11/21/google-stadia-mac/  ";" 1 point  ";
"Hands-On Docker for Microservices with Python  ";"  wrongsideofmemphis.com  ";"  https://wrongsideofmemphis.com/2019/11/22/hands-on-docker-for-microservices-with-python-is-now-available/  ";" 2 points  ";
"Early Careers at Startups: Susan Zhuang (Koru Kids, Trint, Mendeley)  ";"  otta.com  ";"  https://blog.otta.com/susan-zhuang-koru-kids-trint-mendeley/  ";" 1 point  ";
"Build a Team’s Capabilities Through Innovation  ";"  linkedin.com  ";"  https://www.linkedin.com/pulse/build-teams-capabilities-through-innovation-kevin-glynn/  ";" 1 point  ";
"Best Landing Page Ever?  ";"  fibery.io  ";"  https://fibery.io/anxiety  ";" 4 points  ";
"Learn game development with Rust  ";"  sunjay.dev  ";"  https://sunjay.dev/learn-game-dev/prerequisites.html  ";" 1 point  ";
"Python 3 Data structures and comprehensions  ";"  witscad.com  ";"  https://witscad.com/course/complete-python/chapter/data-structures-and-comprehensions  ";" 1 point  ";
"OpenAI’s Robot Hand Won't Stop Rotating the Rubik Cube  ";"  youtube.com  ";"  https://www.youtube.com/watch?v=9b2dxc1QalM  ";" 2 points  ";
"Show HN: Tiny Simple Hash – Passes Dieharder, SMHasher and PractRand  ";"  github.com  ";"  https://github.com/crislin2046/tifuhash  ";" 2 points  ";
